Unnamed: 0,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,day,month,hour
1081601,122,0,2016-01-04 06:00:00,260.4,1,0,83043,6.4,,6.0,,983.0,180.0,3.6,4,1,6
1081664,122,0,2016-01-04 07:00:00,273.2,1,0,83043,6.7,,6.0,,982.8,160.0,3.6,4,1,7
1081727,122,0,2016-01-04 08:00:00,295.7,1,0,83043,7.4,,6.2,,982.7,180.0,4.6,4,1,8
1081790,122,0,2016-01-04 09:00:00,306.4,1,0,83043,7.7,,6.5,,982.8,160.0,4.1,4,1,9
1081853,122,0,2016-01-04 10:00:00,304.6,1,0,83043,8.9,,7.4,,982.7,180.0,4.6,4,1,10
1081916,122,0,2016-01-04 11:00:00,310.5,1,0,83043,9.7,,7.5,,982.7,200.0,5.1,4,1,11
1081979,122,0,2016-01-04 12:00:00,326.4,1,0,83043,9.8,,7.5,,982.3,200.0,5.7,4,1,12
1082042,122,0,2016-01-04 13:00:00,317.1,1,0,83043,10.1,,8.0,,982.0,190.0,5.1,4,1,13
1082105,122,0,2016-01-04 14:00:00,331.5,1,0,83043,10.4,,7.4,,981.8,210.0,4.6,4,1,14
1082168,122,0,2016-01-04 15:00:00,319.7,1,0,83043,9.8,,7.2,,982.1,210.0,4.1,4,1,15
1082231,122,0,2016-01-04 16:00:00,313.7,1,0,83043,9.2,,7.4,,982.4,190.0,3.6,4,1,16
1082294,122,0,2016-01-04 17:00:00,304.1,1,0,83043,8.6,,7.3,,982.5,170.0,3.6,4,1,17
1082357,122,0,2016-01-04 18:00:00,292.7,1,0,83043,8.2,,6.7,,982.5,170.0,4.1,4,1,18
1082420,122,0,2016-01-04 19:00:00,276.0,1,0,83043,7.7,,6.2,,982.8,170.0,4.6,4,1,19
1082483,122,0,2016-01-04 20:00:00,267.2,1,0,83043,7.6,,6.0,,982.9,170.0,4.6,4,1,20
1082546,122,0,2016-01-04 21:00:00,255.2,1,0,83043,7.9,,6.3,,982.9,160.0,4.1,4,1,21
1082609,122,0,2016-01-04 22:00:00,245.1,1,0,83043,7.2,,6.2,,982.7,140.0,4.1,4,1,22
1082672,122,0,2016-01-04 23:00:00,242.6,1,0,83043,7.7,,6.7,,982.4,150.0,4.6,4,1,23
1082735,122,0,2016-01-05 00:00:00,243.9,1,0,83043,7.4,,6.9,,982.2,150.0,4.1,5,1,0
1082798,122,0,2016-01-05 01:00:00,247.5,1,0,83043,8.1,,6.6,,981.9,170.0,5.1,5,1,1
1082861,122,0,2016-01-05 02:00:00,248.0,1,0,83043,8.2,,7.3,,981.9,160.0,3.6,5,1,2
1082924,122,0,2016-01-05 03:00:00,249.0,1,0,83043,8.3,,7.4,,982.0,180.0,3.6,5,1,3
1082987,122,0,2016-01-05 04:00:00,249.2,1,0,83043,6.4,,5.6,,981.8,150.0,2.6,5,1,4
1083050,122,0,2016-01-05 05:00:00,242.8,1,0,83043,6.7,,6.6,,981.8,140.0,2.1,5,1,5
1083113,122,0,2016-01-05 06:00:00,242.7,1,0,83043,5.7,,5.5,,982.1,150.0,2.6,5,1,6
1083176,122,0,2016-01-05 07:00:00,258.0,1,0,83043,7.1,,6.9,,982.5,150.0,2.6,5,1,7
1083239,122,0,2016-01-05 08:00:00,280.3,1,0,83043,6.7,,6.3,,982.9,160.0,2.6,5,1,8
1083302,122,0,2016-01-05 09:00:00,308.0,1,0,83043,6.7,,6.4,,983.5,180.0,1.5,5,1,9
1083365,122,0,2016-01-05 10:00:00,310.2,1,0,83043,7.4,,6.8,,984.0,170.0,2.1,5,1,10
1083426,122,0,2016-01-05 11:00:00,315.3,1,0,83043,8.7,,8.3,,984.5,190.0,3.1,5,1,11
1083488,122,0,2016-01-05 12:00:00,340.0,1,0,83043,9.3,,7.8,,984.7,220.0,4.1,5,1,12
1083551,122,0,2016-01-05 13:00:00,323.7,1,0,83043,9.6,,7.8,,984.7,210.0,3.6,5,1,13
1083614,122,0,2016-01-05 14:00:00,336.4,1,0,83043,9.3,,7.5,,984.9,180.0,3.1,5,1,14
1083677,122,0,2016-01-05 15:00:00,323.2,1,0,83043,9.4,,7.7,,985.2,190.0,3.1,5,1,15
1083740,122,0,2016-01-05 16:00:00,315.7,1,0,83043,9.2,,7.6,,985.8,160.0,2.6,5,1,16
1083803,122,0,2016-01-05 17:00:00,304.9,1,0,83043,8.7,,7.8,,986.4,130.0,1.5,5,1,17
1083866,122,0,2016-01-05 18:00:00,289.0,1,0,83043,9.0,,7.8,,986.9,160.0,3.1,5,1,18
1083929,122,0,2016-01-05 19:00:00,272.2,1,0,83043,8.7,,7.8,,987.6,180.0,2.1,5,1,19
1083992,122,0,2016-01-05 20:00:00,257.6,1,0,83043,8.2,,7.6,,988.2,210.0,3.1,5,1,20
1084055,122,0,2016-01-05 21:00:00,249.3,1,0,83043,7.5,,6.8,,988.7,200.0,1.5,5,1,21
1084118,122,0,2016-01-05 22:00:00,248.1,1,0,83043,6.9,,6.4,,989.3,210.0,2.1,5,1,22
1084181,122,0,2016-01-05 23:00:00,244.7,1,0,83043,6.5,,6.2,,989.6,210.0,0.5,5,1,23
1084244,122,0,2016-01-06 00:00:00,253.1,1,0,83043,6.4,,6.2,,990.0,110.0,1.5,6,1,0
1084307,122,0,2016-01-06 01:00:00,242.5,1,0,83043,6.3,,6.1,,990.4,110.0,1.5,6,1,1
1084370,122,0,2016-01-06 02:00:00,239.6,1,0,83043,6.5,,6.4,,990.9,300.0,0.5,6,1,2
1084433,122,0,2016-01-06 03:00:00,240.6,1,0,83043,6.4,,6.3,,991.6,0.0,0.0,6,1,3
1084496,122,0,2016-01-06 04:00:00,238.9,1,0,83043,6.2,,6.1,,991.8,110.0,1.0,6,1,4
1084559,122,0,2016-01-06 05:00:00,238.2,1,0,83043,5.6,,5.5,,992.2,70.0,1.0,6,1,5
1084622,122,0,2016-01-06 06:00:00,245.7,1,0,83043,5.6,,5.5,,992.9,350.0,1.0,6,1,6
1084685,122,0,2016-01-06 07:00:00,260.6,1,0,83043,4.9,,4.9,,993.7,330.0,2.1,6,1,7
1084748,122,0,2016-01-06 08:00:00,286.1,1,0,83043,5.4,,5.4,,994.3,320.0,1.0,6,1,8
1084811,122,0,2016-01-06 09:00:00,312.1,1,0,83043,5.6,,5.6,,995.4,310.0,2.1,6,1,9
1084874,122,0,2016-01-06 10:00:00,320.2,1,0,83043,5.0,,5.0,,995.8,310.0,2.1,6,1,10
1084937,122,0,2016-01-06 11:00:00,324.0,1,0,83043,5.8,,5.7,,996.9,330.0,2.6,6,1,11
1085000,122,0,2016-01-06 12:00:00,349.7,1,0,83043,6.9,,6.8,,996.6,310.0,1.5,6,1,12
1085063,122,0,2016-01-06 13:00:00,344.6,1,0,83043,7.7,,7.3,,996.3,310.0,1.5,6,1,13
1085126,122,0,2016-01-06 14:00:00,334.8,1,0,83043,7.9,,6.8,,996.4,40.0,1.0,6,1,14
1085189,122,0,2016-01-06 15:00:00,347.0,1,0,83043,8.1,,6.5,,996.7,160.0,1.5,6,1,15
1085252,122,0,2016-01-06 16:00:00,339.2,1,0,83043,7.9,,6.6,,997.1,180.0,2.6,6,1,16
1085315,122,0,2016-01-06 17:00:00,320.7,1,0,83043,7.4,,6.3,,996.8,170.0,2.6,6,1,17
1085378,122,0,2016-01-06 18:00:00,305.7,1,0,83043,7.1,,6.2,,996.0,160.0,2.6,6,1,18
1085441,122,0,2016-01-06 19:00:00,285.3,1,0,83043,6.4,,5.8,,995.2,130.0,3.6,6,1,19
1085504,122,0,2016-01-06 20:00:00,263.3,1,0,83043,5.9,,5.4,,994.5,140.0,3.1,6,1,20
1085567,122,0,2016-01-06 21:00:00,258.8,1,0,83043,5.7,,5.5,,994.2,140.0,3.1,6,1,21
1085630,122,0,2016-01-06 22:00:00,258.6,1,0,83043,5.6,,5.4,,993.3,130.0,4.6,6,1,22
1085693,122,0,2016-01-06 23:00:00,258.2,1,0,83043,5.9,,5.7,,992.6,120.0,4.1,6,1,23
1085756,122,0,2016-01-07 00:00:00,262.3,1,0,83043,6.7,,6.4,,991.0,130.0,4.6,7,1,0
1085819,122,0,2016-01-07 01:00:00,259.3,1,0,83043,7.5,,6.5,,989.3,140.0,5.1,7,1,1
1085882,122,0,2016-01-07 02:00:00,245.0,1,0,83043,8.0,,7.1,,988.5,140.0,4.6,7,1,2
1085945,122,0,2016-01-07 03:00:00,244.8,1,0,83043,8.3,,6.4,,986.7,140.0,6.7,7,1,3
1086008,122,0,2016-01-07 04:00:00,244.5,1,0,83043,7.9,,6.3,,984.7,150.0,8.2,7,1,4
1086071,122,0,2016-01-07 05:00:00,241.4,1,0,83043,7.4,,6.6,,983.9,150.0,8.2,7,1,5
1086134,122,0,2016-01-07 06:00:00,242.9,1,0,83043,7.6,,7.0,,982.2,150.0,6.7,7,1,6
1086197,122,0,2016-01-07 07:00:00,251.0,1,0,83043,7.8,,7.3,,981.3,140.0,6.7,7,1,7
1086260,122,0,2016-01-07 08:00:00,272.9,1,0,83043,8.4,,8.0,,980.4,160.0,4.1,7,1,8
1086323,122,0,2016-01-07 09:00:00,288.8,1,0,83043,9.2,,8.8,,980.5,220.0,2.6,7,1,9
1086386,122,0,2016-01-07 10:00:00,323.2,1,0,83043,10.2,,10.1,,980.8,240.0,5.7,7,1,10
1086449,122,0,2016-01-07 11:00:00,330.1,1,0,83043,9.7,,8.7,,981.7,260.0,8.2,7,1,11
1086512,122,0,2016-01-07 12:00:00,335.9,1,0,83043,8.6,,6.2,,983.9,280.0,10.8,7,1,12
1086575,122,0,2016-01-07 13:00:00,357.4,1,0,83043,7.6,,3.9,,987.1,280.0,9.8,7,1,13
1086638,122,0,2016-01-07 14:00:00,346.1,1,0,83043,7.9,,1.9,,989.5,290.0,10.8,7,1,14
1086701,122,0,2016-01-07 15:00:00,345.3,1,0,83043,7.8,,1.7,,991.1,270.0,7.7,7,1,15
1086764,122,0,2016-01-07 16:00:00,336.4,1,0,83043,7.0,,1.5,,992.6,270.0,6.7,7,1,16
1086827,122,0,2016-01-07 17:00:00,324.2,1,0,83043,5.9,,1.0,,993.5,260.0,7.2,7,1,17
1086890,122,0,2016-01-07 18:00:00,317.0,1,0,83043,5.3,0.0,0.8,,994.7,260.0,5.7,7,1,18
1086953,122,0,2016-01-07 19:00:00,299.3,1,0,83043,5.1,0.0,0.6,,996.0,260.0,7.7,7,1,19
1087016,122,0,2016-01-07 20:00:00,287.9,1,0,83043,4.8,0.0,0.6,,996.9,250.0,6.7,7,1,20
1087079,122,0,2016-01-07 21:00:00,288.5,1,0,83043,4.2,,0.4,,997.8,260.0,5.7,7,1,21
1087142,122,0,2016-01-07 22:00:00,276.4,1,0,83043,4.5,0.0,0.6,,998.9,230.0,6.2,7,1,22
1087205,122,0,2016-01-07 23:00:00,270.4,1,0,83043,3.0,0.0,0.5,,999.5,230.0,3.1,7,1,23
1087268,122,0,2016-01-08 00:00:00,265.5,1,0,83043,3.3,0.0,0.9,,1000.3,220.0,4.6,8,1,0
1087331,122,0,2016-01-08 01:00:00,265.4,1,0,83043,3.2,0.0,1.1,,1000.4,220.0,4.6,8,1,1
1087394,122,0,2016-01-08 02:00:00,261.8,1,0,83043,2.6,0.0,1.0,,1000.8,220.0,3.1,8,1,2
1087457,122,0,2016-01-08 03:00:00,263.6,1,0,83043,2.7,0.0,1.2,,1000.9,200.0,3.1,8,1,3
1087520,122,0,2016-01-08 04:00:00,264.4,1,0,83043,1.9,0.0,0.8,,1001.0,220.0,2.1,8,1,4
1087583,122,0,2016-01-08 05:00:00,265.5,1,0,83043,2.4,0.0,1.6,,1000.7,200.0,2.1,8,1,5
1087646,122,0,2016-01-08 06:00:00,272.0,1,0,83043,1.6,,0.9,,1000.2,150.0,1.0,8,1,6
1087709,122,0,2016-01-08 07:00:00,282.5,1,0,83043,4.2,,2.4,,1000.0,190.0,5.1,8,1,7
1087772,122,0,2016-01-08 08:00:00,302.9,1,0,83043,4.4,0.0,2.6,,1000.0,190.0,4.1,8,1,8
1087835,122,0,2016-01-08 09:00:00,336.6,1,0,83043,5.8,,4.1,,1000.1,180.0,4.1,8,1,9
1087898,122,0,2016-01-08 10:00:00,329.2,1,0,83043,6.7,,4.8,,1000.1,190.0,4.1,8,1,10
1087961,122,0,2016-01-08 11:00:00,343.5,1,0,83043,7.7,,5.5,,999.7,190.0,4.6,8,1,11
1088024,122,0,2016-01-08 12:00:00,368.9,1,0,83043,7.7,,6.2,,999.3,180.0,3.6,8,1,12
1088087,122,0,2016-01-08 13:00:00,356.1,1,0,83043,8.9,,6.9,,998.7,190.0,3.6,8,1,13
1088150,122,0,2016-01-08 14:00:00,333.6,1,0,83043,8.8,,5.3,,998.6,200.0,4.6,8,1,14
1088213,122,0,2016-01-08 15:00:00,350.3,1,0,83043,8.4,0.0,5.4,,998.1,190.0,4.1,8,1,15
1088276,122,0,2016-01-08 16:00:00,332.3,1,0,83043,7.8,,5.6,,998.1,160.0,3.6,8,1,16
1088339,122,0,2016-01-08 17:00:00,312.5,1,0,83043,7.8,,6.5,,998.1,180.0,4.6,8,1,17
1088402,122,0,2016-01-08 18:00:00,297.5,1,0,83043,8.0,,6.9,,998.0,190.0,5.1,8,1,18
1088465,122,0,2016-01-08 19:00:00,287.8,1,0,83043,7.3,,6.6,,998.2,190.0,3.1,8,1,19
1088528,122,0,2016-01-08 20:00:00,276.4,1,0,83043,7.3,,6.3,,998.3,190.0,4.1,8,1,20
1088591,122,0,2016-01-08 21:00:00,271.1,1,0,83043,7.4,,5.9,,998.1,160.0,3.6,8,1,21
1088654,122,0,2016-01-08 22:00:00,261.1,1,0,83043,7.0,,6.2,,998.0,210.0,2.6,8,1,22
1088717,122,0,2016-01-08 23:00:00,259.9,1,0,83043,7.1,,6.6,,997.3,180.0,2.1,8,1,23
1088780,122,0,2016-01-09 00:00:00,249.2,1,0,83043,7.2,,6.5,,997.2,180.0,3.1,9,1,0
1088843,122,0,2016-01-09 01:00:00,251.7,1,0,83043,7.5,,6.8,,996.7,170.0,3.1,9,1,1
1088906,122,0,2016-01-09 02:00:00,248.8,1,0,83043,8.0,,7.0,,996.4,190.0,3.6,9,1,2
1088969,122,0,2016-01-09 03:00:00,248.2,1,0,83043,7.6,,6.7,,995.9,170.0,4.1,9,1,3
1089032,122,0,2016-01-09 04:00:00,252.2,1,0,83043,7.8,,6.7,,995.9,190.0,3.6,9,1,4
1089095,122,0,2016-01-09 05:00:00,255.1,1,0,83043,6.6,,5.8,,995.2,160.0,2.6,9,1,5
1089158,122,0,2016-01-09 06:00:00,257.4,1,0,83043,6.0,,5.0,,,160.0,2.6,9,1,6
1089221,122,0,2016-01-09 07:00:00,259.0,1,0,83043,7.6,,7.1,,993.9,140.0,4.6,9,1,7
1089284,122,0,2016-01-09 08:00:00,258.7,1,0,83043,8.6,,7.5,,993.4,170.0,5.1,9,1,8
1089347,122,0,2016-01-09 09:00:00,258.9,1,0,83043,9.0,,7.7,,993.5,170.0,4.6,9,1,9
1089410,122,0,2016-01-09 10:00:00,255.7,1,0,83043,9.7,,8.1,,993.1,160.0,5.7,9,1,10
1089473,122,0,2016-01-09 11:00:00,258.3,1,0,83043,10.6,,8.2,,992.3,170.0,5.7,9,1,11
1089536,122,0,2016-01-09 12:00:00,254.2,1,0,83043,10.7,,8.4,,991.4,180.0,7.2,9,1,12
1089599,122,0,2016-01-09 13:00:00,253.1,1,0,83043,10.4,,8.3,,990.5,180.0,5.7,9,1,13
1089662,122,0,2016-01-09 14:00:00,247.7,1,0,83043,10.9,,8.2,,989.4,180.0,6.2,9,1,14
1089725,122,0,2016-01-09 15:00:00,257.0,1,0,83043,10.8,,7.9,,988.6,170.0,6.2,9,1,15
1089788,122,0,2016-01-09 16:00:00,256.1,1,0,83043,10.6,,7.9,,987.0,160.0,8.2,9,1,16
1089851,122,0,2016-01-09 17:00:00,253.7,1,0,83043,9.9,,8.8,,985.6,160.0,8.8,9,1,17
1089914,122,0,2016-01-09 18:00:00,255.1,1,0,83043,9.9,,8.3,,983.9,160.0,9.8,9,1,18
1089977,122,0,2016-01-09 19:00:00,255.5,1,0,83043,9.8,,8.0,,983.3,160.0,7.7,9,1,19
1090040,122,0,2016-01-09 20:00:00,247.6,1,0,83043,10.2,,8.0,,982.7,180.0,8.8,9,1,20
1090103,122,0,2016-01-09 21:00:00,250.9,1,0,83043,6.9,,6.0,,983.3,210.0,7.7,9,1,21
1090166,122,0,2016-01-09 22:00:00,247.2,1,0,83043,7.0,,5.5,,983.1,180.0,6.2,9,1,22
1090229,122,0,2016-01-09 23:00:00,251.0,1,0,83043,6.5,,5.2,,982.5,170.0,5.7,9,1,23
1090292,122,0,2016-01-10 00:00:00,252.8,1,0,83043,6.8,,5.1,,982.9,210.0,8.2,10,1,0
1090355,122,0,2016-01-10 01:00:00,253.0,1,0,83043,6.2,,4.3,,983.0,200.0,7.2,10,1,1
1090418,122,0,2016-01-10 02:00:00,257.8,1,0,83043,6.3,,3.0,,983.0,210.0,7.2,10,1,2
1090481,122,0,2016-01-10 03:00:00,254.2,1,0,83043,5.4,0.0,3.2,,983.2,190.0,4.6,10,1,3
1090544,122,0,2016-01-10 04:00:00,255.8,1,0,83043,5.6,0.0,3.3,,983.1,200.0,5.1,10,1,4
1090607,122,0,2016-01-10 05:00:00,260.2,1,0,83043,5.5,,3.1,,983.3,180.0,4.1,10,1,5
1090670,122,0,2016-01-10 06:00:00,251.7,1,0,83043,6.3,,3.5,,983.2,180.0,3.6,10,1,6
1090733,122,0,2016-01-10 07:00:00,251.8,1,0,83043,6.3,,3.1,,983.8,210.0,6.7,10,1,7
1090796,122,0,2016-01-10 08:00:00,261.4,1,0,83043,5.6,,3.1,,984.2,210.0,6.7,10,1,8
1090859,122,0,2016-01-10 09:00:00,256.1,1,0,83043,5.6,,3.6,,985.2,200.0,4.6,10,1,9
1090922,122,0,2016-01-10 10:00:00,256.1,1,0,83043,6.2,,4.3,,985.6,200.0,4.6,10,1,10
